requirement_id,nsn,requirement_name,operator,value,uom,requirement_class,source,source_spec_id,conflicting_value,conflicting_source,value_num,value_min,value_max,value_text,parse_status,raw_requirement_name
5930-01-174-6031__current_rating,5930-01-174-6031,current_rating,gte,10,A,electrical,spec_extraction,MIL-DTL-5809,3,publog_characteristics,10.0,,,10 A,number,current_rating
5930-01-174-6031__sealing,5930-01-174-6031,sealing,eq,PANELSEALED,,electrical,publog_characteristics,,,,,,,PANELSEALED,text,sealing
5930-01-174-6031__voltage_rating,5930-01-174-6031,voltage_rating,gte,28,V,electrical,spec_extraction,MIL-DTL-5809,115,publog_characteristics,28.0,,,28 V,number,voltage_rating
5930-01-174-6031__operating_temp_max,5930-01-174-6031,operating_temp_max,gte,125,degC,environmental,spec_extraction,MIL-DTL-5809,71,publog_characteristics,125.0,,,125 degC,number,operating_temp_max
5930-01-174-6031__operating_temp_min,5930-01-174-6031,operating_temp_min,lte,-55,degC,environmental,spec_extraction,MIL-DTL-5809,-46,publog_characteristics,-55.0,,,-55 degC,number,operating_temp_min
5930-01-174-6031__mechanical_life,5930-01-174-6031,mechanical_life,gte,100000,,mechanical,spec_extraction,MIL-DTL-5809,10000,publog_characteristics,100000.0,,,100000,number,mechanical_life
5930-01-174-6031__humidity_resistance,5930-01-174-6031,humidity_resistance,boolean,true,,qualification,spec_extraction,MIL-DTL-5809,,,,,,true,boolean,humidity_resistance
5930-01-174-6031__qualification,5930-01-174-6031,qualification,boolean,true,,qualification,spec_extraction,MIL-DTL-5809,,,,,,true,boolean,qualification
5930-01-174-6031__solderability_per_j_std_002,5930-01-174-6031,solderability_per_j_std_002,boolean,true,,qualification,spec_extraction,MIL-DTL-5809,,,,,,true,boolean,solderability_per_j_std_002
5930-01-174-6031__thermal_shock_cycles,5930-01-174-6031,thermal_shock_cycles,gte,10,,qualification,spec_extraction,MIL-DTL-5809,,,10.0,,,10,number,thermal_shock_cycles
5930-01-174-6031__vibration_grms,5930-01-174-6031,vibration_grms,gte,20,,qualification,spec_extraction,MIL-DTL-5809,,,20.0,,,20,number,vibration_grms
5930-01-174-6031__lot_traceability,5930-01-174-6031,lot_traceability,boolean,true,,traceability,spec_extraction,MIL-DTL-5809,,,,,,true,boolean,lot_traceability
5935-00-079-5458__contact_count,5935-00-079-5458,contact_count,eq,37,,electrical,publog_characteristics,,,,37.0,,,37,number,contact_count
5935-00-079-5458__contact_plating,5935-00-079-5458,contact_plating,eq,GOLDOVERNICKEL,,electrical,publog_characteristics,,,,,,,GOLDOVERNICKEL,text,contact_plating
5935-00-079-5458__contact_resistance,5935-00-079-5458,contact_resistance,lte,0.0014,ohm,electrical,manual_override,MIL-DTL-38999,0.0025,publog_characteristics,0.0014,,,0.0014 ohm,number,contact_resistance
5935-00-079-5458__dielectric_withstanding_voltage,5935-00-079-5458,dielectric_withstanding_voltage,gte,1300,V,electrical,publog_characteristics,,,,1300.0,,,1300 V,number,dielectric_withstanding_voltage
5935-00-079-5458__insulation_resistance,5935-00-079-5458,insulation_resistance,gte,5000000000,ohm,electrical,manual_override,MIL-DTL-38999,1000000000,publog_characteristics,5000000000.0,,,5000000000 ohm,number,insulation_resistance
5935-00-079-5458__shell_material,5935-00-079-5458,shell_material,eq,COMPOSITE,,electrical,publog_characteristics,,,,,,,COMPOSITE,text,shell_material
5935-00-079-5458__shell_size,5935-00-079-5458,shell_size,eq,23,,electrical,publog_characteristics,,,,23.0,,,23,number,shell_size
5935-00-079-5458__operating_temp_max,5935-00-079-5458,operating_temp_max,gte,125,degC,environmental,spec_extraction,MIL-DTL-38999,85,publog_characteristics,125.0,,,125 degC,number,operating_temp_max
5935-00-079-5458__operating_temp_min,5935-00-079-5458,operating_temp_min,lte,-55,degC,environmental,publog_characteristics,,-55,spec_extraction,-55.0,,,-55 degC,number,operating_temp_min
5935-00-079-5458__coupling_type,5935-00-079-5458,coupling_type,eq,BAYONET,,mechanical,spec_extraction,MIL-DTL-38999,THREADED,publog_characteristics,,,,BAYONET,text,coupling_type
5935-00-079-5458__humidity_resistance,5935-00-079-5458,humidity_resistance,boolean,true,,qualification,spec_extraction,MIL-DTL-38999,,,,,,true,boolean,humidity_resistance
5935-00-079-5458__qualification,5935-00-079-5458,qualification,boolean,true,,qualification,spec_extraction,MIL-DTL-38999,,,,,,true,boolean,qualification
5935-00-079-5458__thermal_shock_cycles,5935-00-079-5458,thermal_shock_cycles,gte,25,,qualification,spec_extraction,MIL-DTL-38999,,,25.0,,,25,number,thermal_shock_cycles
5935-00-079-5458__vibration_grms,5935-00-079-5458,vibration_grms,gte,10,,qualification,spec_extraction,MIL-DTL-38999,,,10.0,,,10,number,vibration_grms
5935-00-079-5458__dpa_sample_required,5935-00-079-5458,dpa_sample_required,boolean,true,,traceability,spec_extraction,MIL-DTL-38999,,,,,,true,boolean,dpa_sample_required
5935-00-079-5458__lot_traceability,5935-00-079-5458,lot_traceability,boolean,true,,traceability,spec_extraction,MIL-DTL-38999,,,,,,true,boolean,lot_traceability
5935-00-104-9650__contact_count,5935-00-104-9650,contact_count,eq,4,,electrical,publog_characteristics,,,,4.0,,,4,number,contact_count
5935-00-104-9650__contact_resistance,5935-00-104-9650,contact_resistance,lte,0.005,ohm,electrical,publog_characteristics,,,,0.005,,,0.005 ohm,number,contact_resistance
5935-00-104-9650__coupling_type,5935-00-104-9650,coupling_type,eq,THREADED,,electrical,publog_characteristics,,,,,,,THREADED,text,coupling_type
5935-00-104-9650__dielectric_withstanding_voltage,5935-00-104-9650,dielectric_withstanding_voltage,gte,1000,V,electrical,spec_extraction,MIL-DTL-83723,1000,publog_characteristics,1000.0,,,1000 V,number,dielectric_withstanding_voltage
5935-00-104-9650__insulation_resistance,5935-00-104-9650,insulation_resistance,gte,1000000000,ohm,electrical,publog_characteristics,,,,1000000000.0,,,1000000000 ohm,number,insulation_resistance
5935-00-104-9650__shell_material,5935-00-104-9650,shell_material,eq,COMPOSITE,,electrical,publog_characteristics,,,,,,,COMPOSITE,text,shell_material
5935-00-104-9650__shell_size,5935-00-104-9650,shell_size,eq,25,,electrical,publog_characteristics,,11,spec_extraction,25.0,,,25,number,shell_size
5935-00-104-9650__operating_temp_max,5935-00-104-9650,operating_temp_max,gte,200,degC,environmental,spec_extraction,MIL-DTL-83723,125,publog_characteristics,200.0,,,200 degC,number,operating_temp_max
5935-00-104-9650__operating_temp_min,5935-00-104-9650,operating_temp_min,lte,-55,degC,environmental,spec_extraction,MIL-DTL-83723,-55,publog_characteristics,-55.0,,,-55 degC,number,operating_temp_min
5935-00-104-9650__contact_plating,5935-00-104-9650,contact_plating,eq,GOLDOVERNICKEL,,mechanical,spec_extraction,MIL-DTL-83723,GOLDOVERNICKEL,publog_characteristics,,,,GOLDOVERNICKEL,text,contact_plating
5935-00-104-9650__humidity_resistance,5935-00-104-9650,humidity_resistance,boolean,true,,qualification,spec_extraction,MIL-DTL-83723,,,,,,true,boolean,humidity_resistance
5935-00-104-9650__qualification,5935-00-104-9650,qualification,boolean,true,,qualification,spec_extraction,MIL-DTL-83723,,,,,,true,boolean,qualification
5935-00-104-9650__solderability_per_j_std_002,5935-00-104-9650,solderability_per_j_std_002,boolean,true,,qualification,spec_extraction,MIL-DTL-83723,,,,,,true,boolean,solderability_per_j_std_002
5935-00-104-9650__thermal_shock_cycles,5935-00-104-9650,thermal_shock_cycles,gte,10,,qualification,spec_extraction,MIL-DTL-83723,,,10.0,,,10,number,thermal_shock_cycles
5935-00-104-9650__vibration_grms,5935-00-104-9650,vibration_grms,gte,20,,qualification,spec_extraction,MIL-DTL-83723,,,20.0,,,20,number,vibration_grms
5935-00-104-9650__lot_traceability,5935-00-104-9650,lot_traceability,boolean,true,,traceability,spec_extraction,MIL-DTL-83723,,,,,,true,boolean,lot_traceability
5935-00-105-4641__contact_count,5935-00-105-4641,contact_count,eq,19,,electrical,publog_characteristics,,,,19.0,,,19,number,contact_count
5935-00-105-4641__contact_plating,5935-00-105-4641,contact_plating,eq,GOLDOVERNICKEL,,electrical,publog_characteristics,,,,,,,GOLDOVERNICKEL,text,contact_plating
5935-00-105-4641__contact_resistance,5935-00-105-4641,contact_resistance,lte,0.0014,ohm,electrical,manual_override,MIL-DTL-38999,0.0011,publog_characteristics,0.0014,,,0.0014 ohm,number,contact_resistance
5935-00-105-4641__dielectric_withstanding_voltage,5935-00-105-4641,dielectric_withstanding_voltage,gte,2300,V,electrical,publog_characteristics,,,,2300.0,,,2300 V,number,dielectric_withstanding_voltage
5935-00-105-4641__insulation_resistance,5935-00-105-4641,insulation_resistance,gte,5000000000,ohm,electrical,manual_override,MIL-DTL-38999,5000000000,publog_characteristics,5000000000.0,,,5000000000 ohm,number,insulation_resistance
5935-00-105-4641__shell_material,5935-00-105-4641,shell_material,eq,ALUMINUMALLOY,,electrical,publog_characteristics,,,,,,,ALUMINUMALLOY,text,shell_material
5935-00-105-4641__shell_size,5935-00-105-4641,shell_size,eq,19,,electrical,publog_characteristics,,,,19.0,,,19,number,shell_size
5935-00-105-4641__operating_temp_max,5935-00-105-4641,operating_temp_max,gte,125,degC,environmental,spec_extraction,MIL-DTL-38999,85,publog_characteristics,125.0,,,125 degC,number,operating_temp_max
5935-00-105-4641__operating_temp_min,5935-00-105-4641,operating_temp_min,lte,-55,degC,environmental,publog_characteristics,,-55,spec_extraction,-55.0,,,-55 degC,number,operating_temp_min
5935-00-105-4641__coupling_type,5935-00-105-4641,coupling_type,eq,BAYONET,,mechanical,spec_extraction,MIL-DTL-38999,BREECH,publog_characteristics,,,,BAYONET,text,coupling_type
5935-00-105-4641__humidity_resistance,5935-00-105-4641,humidity_resistance,boolean,true,,qualification,spec_extraction,MIL-DTL-38999,,,,,,true,boolean,humidity_resistance
5935-00-105-4641__qualification,5935-00-105-4641,qualification,boolean,true,,qualification,spec_extraction,MIL-DTL-38999,,,,,,true,boolean,qualification
5935-00-105-4641__thermal_shock_cycles,5935-00-105-4641,thermal_shock_cycles,gte,25,,qualification,spec_extraction,MIL-DTL-38999,,,25.0,,,25,number,thermal_shock_cycles
5935-00-105-4641__vibration_grms,5935-00-105-4641,vibration_grms,gte,10,,qualification,spec_extraction,MIL-DTL-38999,,,10.0,,,10,number,vibration_grms
5935-00-105-4641__dpa_sample_required,5935-00-105-4641,dpa_sample_required,boolean,true,,traceability,spec_extraction,MIL-DTL-38999,,,,,,true,boolean,dpa_sample_required
5935-00-105-4641__lot_traceability,5935-00-105-4641,lot_traceability,boolean,true,,traceability,spec_extraction,MIL-DTL-38999,,,,,,true,boolean,lot_traceability
5935-00-330-3329__contact_count,5935-00-330-3329,contact_count,eq,2,,electrical,publog_characteristics,,,,2.0,,,2,number,contact_count
5935-00-330-3329__contact_plating,5935-00-330-3329,contact_plating,eq,GOLDOVERNICKEL,,electrical,publog_characteristics,,,,,,,GOLDOVERNICKEL,text,contact_plating
5935-00-330-3329__contact_resistance,5935-00-330-3329,contact_resistance,lte,0.0014,ohm,electrical,manual_override,MIL-DTL-38999,0.0056,publog_characteristics,0.0014,,,0.0014 ohm,number,contact_resistance
5935-00-330-3329__dielectric_withstanding_voltage,5935-00-330-3329,dielectric_withstanding_voltage,gte,1000,V,electrical,publog_characteristics,,,,1000.0,,,1000 V,number,dielectric_withstanding_voltage
5935-00-330-3329__insulation_resistance,5935-00-330-3329,insulation_resistance,gte,5000000000,ohm,electrical,manual_override,MIL-DTL-38999,5000000000,publog_characteristics,5000000000.0,,,5000000000 ohm,number,insulation_resistance
5935-00-330-3329__shell_material,5935-00-330-3329,shell_material,eq,COMPOSITE,,electrical,publog_characteristics,,,,,,,COMPOSITE,text,shell_material
5935-00-330-3329__shell_size,5935-00-330-3329,shell_size,eq,21,,electrical,publog_characteristics,,,,21.0,,,21,number,shell_size
5935-00-330-3329__operating_temp_max,5935-00-330-3329,operating_temp_max,gte,125,degC,environmental,spec_extraction,MIL-DTL-38999,85,publog_characteristics,125.0,,,125 degC,number,operating_temp_max
5935-00-330-3329__operating_temp_min,5935-00-330-3329,operating_temp_min,lte,-55,degC,environmental,publog_characteristics,,-55,spec_extraction,-55.0,,,-55 degC,number,operating_temp_min
5935-00-330-3329__coupling_type,5935-00-330-3329,coupling_type,eq,BAYONET,,mechanical,spec_extraction,MIL-DTL-38999,BAYONET,publog_characteristics,,,,BAYONET,text,coupling_type
5935-00-330-3329__humidity_resistance,5935-00-330-3329,humidity_resistance,boolean,true,,qualification,spec_extraction,MIL-DTL-38999,,,,,,true,boolean,humidity_resistance
5935-00-330-3329__qualification,5935-00-330-3329,qualification,boolean,true,,qualification,spec_extraction,MIL-DTL-38999,,,,,,true,boolean,qualification
5935-00-330-3329__thermal_shock_cycles,5935-00-330-3329,thermal_shock_cycles,gte,25,,qualification,spec_extraction,MIL-DTL-38999,,,25.0,,,25,number,thermal_shock_cycles
5935-00-330-3329__vibration_grms,5935-00-330-3329,vibration_grms,gte,10,,qualification,spec_extraction,MIL-DTL-38999,,,10.0,,,10,number,vibration_grms
5935-00-330-3329__dpa_sample_required,5935-00-330-3329,dpa_sample_required,boolean,true,,traceability,spec_extraction,MIL-DTL-38999,,,,,,true,boolean,dpa_sample_required
5935-00-330-3329__lot_traceability,5935-00-330-3329,lot_traceability,boolean,true,,traceability,spec_extraction,MIL-DTL-38999,,,,,,true,boolean,lot_traceability
5935-00-812-3399__contact_count,5935-00-812-3399,contact_count,eq,10,,electrical,publog_characteristics,,,,10.0,,,10,number,contact_count
5935-00-812-3399__contact_plating,5935-00-812-3399,contact_plating,eq,GOLDOVERNICKEL,,electrical,publog_characteristics,,,,,,,GOLDOVERNICKEL,text,contact_plating
5935-00-812-3399__contact_resistance,5935-00-812-3399,contact_resistance,lte,0.0014,ohm,electrical,manual_override,MIL-DTL-38999,0.0027,publog_characteristics,0.0014,,,0.0014 ohm,number,contact_resistance
5935-00-812-3399__dielectric_withstanding_voltage,5935-00-812-3399,dielectric_withstanding_voltage,gte,2300,V,electrical,publog_characteristics,,,,2300.0,,,2300 V,number,dielectric_withstanding_voltage
5935-00-812-3399__insulation_resistance,5935-00-812-3399,insulation_resistance,gte,5000000000,ohm,electrical,manual_override,MIL-DTL-38999,5000000000,publog_characteristics,5000000000.0,,,5000000000 ohm,number,insulation_resistance
5935-00-812-3399__shell_material,5935-00-812-3399,shell_material,eq,STAINLESSSTEEL,,electrical,publog_characteristics,,,,,,,STAINLESSSTEEL,text,shell_material
5935-00-812-3399__shell_size,5935-00-812-3399,shell_size,eq,13,,electrical,publog_characteristics,,,,13.0,,,13,number,shell_size
5935-00-812-3399__operating_temp_max,5935-00-812-3399,operating_temp_max,gte,125,degC,environmental,spec_extraction,MIL-DTL-38999,125,publog_characteristics,125.0,,,125 degC,number,operating_temp_max
5935-00-812-3399__operating_temp_min,5935-00-812-3399,operating_temp_min,lte,-55,degC,environmental,publog_characteristics,,-55,spec_extraction,-55.0,,,-55 degC,number,operating_temp_min
5935-00-812-3399__coupling_type,5935-00-812-3399,coupling_type,eq,BAYONET,,mechanical,spec_extraction,MIL-DTL-38999,BAYONET,publog_characteristics,,,,BAYONET,text,coupling_type
5935-00-812-3399__humidity_resistance,5935-00-812-3399,humidity_resistance,boolean,true,,qualification,spec_extraction,MIL-DTL-38999,,,,,,true,boolean,humidity_resistance
5935-00-812-3399__qualification,5935-00-812-3399,qualification,boolean,true,,qualification,spec_extraction,MIL-DTL-38999,,,,,,true,boolean,qualification
5935-00-812-3399__thermal_shock_cycles,5935-00-812-3399,thermal_shock_cycles,gte,25,,qualification,spec_extraction,MIL-DTL-38999,,,25.0,,,25,number,thermal_shock_cycles
5935-00-812-3399__vibration_grms,5935-00-812-3399,vibration_grms,gte,10,,qualification,spec_extraction,MIL-DTL-38999,,,10.0,,,10,number,vibration_grms
5935-00-812-3399__dpa_sample_required,5935-00-812-3399,dpa_sample_required,boolean,true,,traceability,spec_extraction,MIL-DTL-38999,,,,,,true,boolean,dpa_sample_required
5935-00-812-3399__lot_traceability,5935-00-812-3399,lot_traceability,boolean,true,,traceability,spec_extraction,MIL-DTL-38999,,,,,,true,boolean,lot_traceability
5935-00-987-0797__contact_count,5935-00-987-0797,contact_count,eq,19,,electrical,publog_characteristics,,,,19.0,,,19,number,contact_count
5935-00-987-0797__contact_resistance,5935-00-987-0797,contact_resistance,lte,0.0069,ohm,electrical,publog_characteristics,,,,0.0069,,,0.0069 ohm,number,contact_resistance
5935-00-987-0797__coupling_type,5935-00-987-0797,coupling_type,eq,BAYONET,,electrical,publog_characteristics,,,,,,,BAYONET,text,coupling_type
5935-00-987-0797__dielectric_withstanding_voltage,5935-00-987-0797,dielectric_withstanding_voltage,gte,1300,V,electrical,publog_characteristics,,,,1300.0,,,1300 V,number,dielectric_withstanding_voltage
5935-00-987-0797__insulation_resistance,5935-00-987-0797,insulation_resistance,gte,5000000000,ohm,electrical,manual_override,MIL-DTL-5015,5000000000,publog_characteristics,5000000000.0,,,5000000000 ohm,number,insulation_resistance
5935-00-987-0797__shell_material,5935-00-987-0797,shell_material,eq,ALUMINUMALLOY,,electrical,publog_characteristics,,,,,,,ALUMINUMALLOY,text,shell_material
5935-00-987-0797__operating_temp_max,5935-00-987-0797,operating_temp_max,gte,150,degC,environmental,spec_extraction,MIL-DTL-5015,71,publog_characteristics,150.0,,,150 degC,number,operating_temp_max
5935-00-987-0797__operating_temp_min,5935-00-987-0797,operating_temp_min,lte,-55,degC,environmental,spec_extraction,MIL-DTL-5015,-46,publog_characteristics,-55.0,,,-55 degC,number,operating_temp_min
5935-00-987-0797__contact_plating,5935-00-987-0797,contact_plating,eq,GOLD,,mechanical,spec_extraction,MIL-DTL-5015,GOLD,publog_characteristics,,,,GOLD,text,contact_plating
5935-00-987-0797__shell_size,5935-00-987-0797,shell_size,eq,17,,mechanical,spec_extraction,MIL-DTL-5015,11,publog_characteristics,17.0,,,17,number,shell_size
5935-00-987-0797__humidity_resistance,5935-00-987-0797,humidity_resistance,boolean,true,,qualification,spec_extraction,MIL-DTL-5015,,,,,,true,boolean,humidity_resistance
5935-00-987-0797__qualification,5935-00-987-0797,qualification,boolean,true,,qualification,spec_extraction,MIL-DTL-5015,,,,,,true,boolean,qualification
5935-00-987-0797__thermal_shock_cycles,5935-00-987-0797,thermal_shock_cycles,gte,10,,qualification,spec_extraction,MIL-DTL-5015,,,10.0,,,10,number,thermal_shock_cycles
5935-00-987-0797__vibration_grms,5935-00-987-0797,vibration_grms,gte,10,,qualification,spec_extraction,MIL-DTL-5015,,,10.0,,,10,number,vibration_grms
5935-00-987-0797__lot_traceability,5935-00-987-0797,lot_traceability,boolean,true,,traceability,spec_extraction,MIL-DTL-5015,,,,,,true,boolean,lot_traceability
5935-01-050-8241__contact_count,5935-01-050-8241,contact_count,eq,26,,electrical,publog_characteristics,,,,26.0,,,26,number,contact_count
5935-01-050-8241__contact_resistance,5935-01-050-8241,contact_resistance,lte,0.0046,ohm,electrical,publog_characteristics,,,,0.0046,,,0.0046 ohm,number,contact_resistance
5935-01-050-8241__coupling_type,5935-01-050-8241,coupling_type,eq,THREADED,,electrical,publog_characteristics,,,,,,,THREADED,text,coupling_type
5935-01-050-8241__dielectric_withstanding_voltage,5935-01-050-8241,dielectric_withstanding_voltage,gte,1000,V,electrical,spec_extraction,MIL-DTL-83723,1300,publog_characteristics,1000.0,,,1000 V,number,dielectric_withstanding_voltage
5935-01-050-8241__insulation_resistance,5935-01-050-8241,insulation_resistance,gte,5000000000,ohm,electrical,publog_characteristics,,,,5000000000.0,,,5000000000 ohm,number,insulation_resistance
5935-01-050-8241__shell_material,5935-01-050-8241,shell_material,eq,ALUMINUMALLOY,,electrical,publog_characteristics,,,,,,,ALUMINUMALLOY,text,shell_material
5935-01-050-8241__shell_size,5935-01-050-8241,shell_size,eq,15,,electrical,publog_characteristics,,11,spec_extraction,15.0,,,15,number,shell_size
5935-01-050-8241__operating_temp_max,5935-01-050-8241,operating_temp_max,gte,200,degC,environmental,spec_extraction,MIL-DTL-83723,150,publog_characteristics,200.0,,,200 degC,number,operating_temp_max
5935-01-050-8241__operating_temp_min,5935-01-050-8241,operating_temp_min,lte,-55,degC,environmental,spec_extraction,MIL-DTL-83723,-55,publog_characteristics,-55.0,,,-55 degC,number,operating_temp_min
5935-01-050-8241__contact_plating,5935-01-050-8241,contact_plating,eq,GOLDOVERNICKEL,,mechanical,spec_extraction,MIL-DTL-83723,SILVER,publog_characteristics,,,,GOLDOVERNICKEL,text,contact_plating
5935-01-050-8241__humidity_resistance,5935-01-050-8241,humidity_resistance,boolean,true,,qualification,spec_extraction,MIL-DTL-83723,,,,,,true,boolean,humidity_resistance
5935-01-050-8241__qualification,5935-01-050-8241,qualification,boolean,true,,qualification,spec_extraction,MIL-DTL-83723,,,,,,true,boolean,qualification
5935-01-050-8241__solderability_per_j_std_002,5935-01-050-8241,solderability_per_j_std_002,boolean,true,,qualification,spec_extraction,MIL-DTL-83723,,,,,,true,boolean,solderability_per_j_std_002
5935-01-050-8241__thermal_shock_cycles,5935-01-050-8241,thermal_shock_cycles,gte,10,,qualification,spec_extraction,MIL-DTL-83723,,,10.0,,,10,number,thermal_shock_cycles
5935-01-050-8241__vibration_grms,5935-01-050-8241,vibration_grms,gte,20,,qualification,spec_extraction,MIL-DTL-83723,,,20.0,,,20,number,vibration_grms
5935-01-050-8241__lot_traceability,5935-01-050-8241,lot_traceability,boolean,true,,traceability,spec_extraction,MIL-DTL-83723,,,,,,true,boolean,lot_traceability
5935-01-151-1226__contact_count,5935-01-151-1226,contact_count,eq,55,,electrical,publog_characteristics,,,,55.0,,,55,number,contact_count
5935-01-151-1226__contact_plating,5935-01-151-1226,contact_plating,eq,GOLDOVERNICKEL,,electrical,publog_characteristics,,,,,,,GOLDOVERNICKEL,text,contact_plating
5935-01-151-1226__contact_resistance,5935-01-151-1226,contact_resistance,lte,0.0014,ohm,electrical,manual_override,MIL-DTL-38999,0.0033,publog_characteristics,0.0014,,,0.0014 ohm,number,contact_resistance
5935-01-151-1226__dielectric_withstanding_voltage,5935-01-151-1226,dielectric_withstanding_voltage,gte,1500,V,electrical,publog_characteristics,,,,1500.0,,,1500 V,number,dielectric_withstanding_voltage
5935-01-151-1226__insulation_resistance,5935-01-151-1226,insulation_resistance,gte,5000000000,ohm,electrical,manual_override,MIL-DTL-38999,5000000000,publog_characteristics,5000000000.0,,,5000000000 ohm,number,insulation_resistance
5935-01-151-1226__shell_material,5935-01-151-1226,shell_material,eq,ALUMINUMALLOY,,electrical,publog_characteristics,,,,,,,ALUMINUMALLOY,text,shell_material
5935-01-151-1226__shell_size,5935-01-151-1226,shell_size,eq,15,,electrical,publog_characteristics,,,,15.0,,,15,number,shell_size
5935-01-151-1226__operating_temp_max,5935-01-151-1226,operating_temp_max,gte,125,degC,environmental,spec_extraction,MIL-DTL-38999,85,publog_characteristics,125.0,,,125 degC,number,operating_temp_max
5935-01-151-1226__operating_temp_min,5935-01-151-1226,operating_temp_min,lte,-40,degC,environmental,publog_characteristics,,-55,spec_extraction,-40.0,,,-40 degC,number,operating_temp_min
5935-01-151-1226__coupling_type,5935-01-151-1226,coupling_type,eq,BAYONET,,mechanical,spec_extraction,MIL-DTL-38999,THREADED,publog_characteristics,,,,BAYONET,text,coupling_type
5935-01-151-1226__humidity_resistance,5935-01-151-1226,humidity_resistance,boolean,true,,qualification,spec_extraction,MIL-DTL-38999,,,,,,true,boolean,humidity_resistance
5935-01-151-1226__qualification,5935-01-151-1226,qualification,boolean,true,,qualification,spec_extraction,MIL-DTL-38999,,,,,,true,boolean,qualification
5935-01-151-1226__thermal_shock_cycles,5935-01-151-1226,thermal_shock_cycles,gte,25,,qualification,spec_extraction,MIL-DTL-38999,,,25.0,,,25,number,thermal_shock_cycles
5935-01-151-1226__vibration_grms,5935-01-151-1226,vibration_grms,gte,10,,qualification,spec_extraction,MIL-DTL-38999,,,10.0,,,10,number,vibration_grms
5935-01-151-1226__dpa_sample_required,5935-01-151-1226,dpa_sample_required,boolean,true,,traceability,spec_extraction,MIL-DTL-38999,,,,,,true,boolean,dpa_sample_required
5935-01-151-1226__lot_traceability,5935-01-151-1226,lot_traceability,boolean,true,,traceability,spec_extraction,MIL-DTL-38999,,,,,,true,boolean,lot_traceability
5935-01-223-2835__contact_count,5935-01-223-2835,contact_count,eq,4,,electrical,publog_characteristics,,,,4.0,,,4,number,contact_count
5935-01-223-2835__contact_resistance,5935-01-223-2835,contact_resistance,lte,0.0012,ohm,electrical,publog_characteristics,,,,0.0012,,,0.0012 ohm,number,contact_resistance
5935-01-223-2835__coupling_type,5935-01-223-2835,coupling_type,eq,BREECH,,electrical,publog_characteristics,,,,,,,BREECH,text,coupling_type
5935-01-223-2835__dielectric_withstanding_voltage,5935-01-223-2835,dielectric_withstanding_voltage,gte,1000,V,electrical,spec_extraction,MIL-DTL-83723,1500,publog_characteristics,1000.0,,,1000 V,number,dielectric_withstanding_voltage
5935-01-223-2835__insulation_resistance,5935-01-223-2835,insulation_resistance,gte,1000000000,ohm,electrical,publog_characteristics,,,,1000000000.0,,,1000000000 ohm,number,insulation_resistance
5935-01-223-2835__shell_material,5935-01-223-2835,shell_material,eq,STAINLESSSTEEL,,electrical,publog_characteristics,,,,,,,STAINLESSSTEEL,text,shell_material
5935-01-223-2835__shell_size,5935-01-223-2835,shell_size,eq,13,,electrical,publog_characteristics,,11,spec_extraction,13.0,,,13,number,shell_size
5935-01-223-2835__operating_temp_max,5935-01-223-2835,operating_temp_max,gte,200,degC,environmental,spec_extraction,MIL-DTL-83723,200,publog_characteristics,200.0,,,200 degC,number,operating_temp_max
5935-01-223-2835__operating_temp_min,5935-01-223-2835,operating_temp_min,lte,-55,degC,environmental,spec_extraction,MIL-DTL-83723,-55,publog_characteristics,-55.0,,,-55 degC,number,operating_temp_min
5935-01-223-2835__contact_plating,5935-01-223-2835,contact_plating,eq,GOLDOVERNICKEL,,mechanical,spec_extraction,MIL-DTL-83723,GOLD,publog_characteristics,,,,GOLDOVERNICKEL,text,contact_plating
5935-01-223-2835__humidity_resistance,5935-01-223-2835,humidity_resistance,boolean,true,,qualification,spec_extraction,MIL-DTL-83723,,,,,,true,boolean,humidity_resistance
5935-01-223-2835__qualification,5935-01-223-2835,qualification,boolean,true,,qualification,spec_extraction,MIL-DTL-83723,,,,,,true,boolean,qualification
5935-01-223-2835__solderability_per_j_std_002,5935-01-223-2835,solderability_per_j_std_002,boolean,true,,qualification,spec_extraction,MIL-DTL-83723,,,,,,true,boolean,solderability_per_j_std_002
5935-01-223-2835__thermal_shock_cycles,5935-01-223-2835,thermal_shock_cycles,gte,10,,qualification,spec_extraction,MIL-DTL-83723,,,10.0,,,10,number,thermal_shock_cycles
5935-01-223-2835__vibration_grms,5935-01-223-2835,vibration_grms,gte,20,,qualification,spec_extraction,MIL-DTL-83723,,,20.0,,,20,number,vibration_grms
5935-01-223-2835__lot_traceability,5935-01-223-2835,lot_traceability,boolean,true,,traceability,spec_extraction,MIL-DTL-83723,,,,,,true,boolean,lot_traceability
5935-01-249-9088__contact_count,5935-01-249-9088,contact_count,eq,37,,electrical,publog_characteristics,,,,37.0,,,37,number,contact_count
5935-01-249-9088__contact_plating,5935-01-249-9088,contact_plating,eq,GOLD,,electrical,publog_characteristics,,,,,,,GOLD,text,contact_plating
5935-01-249-9088__contact_resistance,5935-01-249-9088,contact_resistance,lte,0.0014,ohm,electrical,manual_override,MIL-DTL-38999,0.0023,publog_characteristics,0.0014,,,0.0014 ohm,number,contact_resistance
5935-01-249-9088__dielectric_withstanding_voltage,5935-01-249-9088,dielectric_withstanding_voltage,gte,1500,V,electrical,publog_characteristics,,,,1500.0,,,1500 V,number,dielectric_withstanding_voltage
