candidate_id,nsn,candidate_mpn,risk_level,risk_rank,pass_count,fail_count,marginal_count,unknown_count,qpl_listed,gov_unit_price,gov_quantity,commercial_unit_price,commercial_basis_qty,price_delta_indicative,rationale,qualification_gap_count,qualification_gap_summary,source,composite_score,weight_coverage_pct,gates_failed,country_of_origin,manufacturer,digikey_pn,governing_spec_ref,enriched,lifecycle_status,distributor_count,gov_price_fiscal_year,rank_within_nsn
5935-00-079-5458__HBL5865VY,5935-00-079-5458,HBL5865VY,high,3,0,4,0,6,false,,,,,,"Hard gate failure: operating_temp_min|operating_temp_max|contact_count. composite skipped (100). Meets 0 of 10 measurable requirements; fails contact_count, contact_plating, operating_temp_max, operating_temp_min; 6 unknown. 6 qualification clauses under MIL-DTL-38999 require testing to verify. lifecycle/availability unknown (not enriched)",6,dpa_sample_required|humidity_resistance|lot_traceability|qualification|thermal_shock_cycles|vibration_grms,external,100,0,operating_temp_min|operating_temp_max|contact_count,unknown,Hubbell Wiring Device-Kellems,,MIL-DTL-38999,false,unknown,,,31
5935-00-079-5458__1811633-1,5935-00-079-5458,1811633-1,unscored,4,2,0,0,8,false,,,,,,No scoreable composite attributes (weight coverage 0%); insufficient data to score. Meets 2 of 10 measurable requirements; 8 unknown. 6 qualification clauses under MIL-DTL-38999 require testing to verify. 8 of 10 measurable requirements could not be verified (80% unknown); lifecycle/availability unknown (not enriched),6,dpa_sample_required|humidity_resistance|lot_traceability|qualification|thermal_shock_cycles|vibration_grms,external,,0,,unknown,TE Connectivity,,MIL-DTL-38999,false,unknown,,,32
5935-00-104-9650__TXR15AB00-1008AI,5935-00-104-9650,TXR15AB00-1008AI,high,3,1,1,0,8,false,,,196.9,1000,,Hard gate failure: operating_temp_max. composite skipped (100). Meets 1 of 10 measurable requirements; fails operating_temp_max; 8 unknown. 6 qualification clauses under MIL-DTL-83723 require testing to verify. lifecycle status unknown; 14 distributors,6,humidity_resistance|lot_traceability|qualification|solderability_per_j_std_002|thermal_shock_cycles|vibration_grms,external,100,0,operating_temp_max,unknown,TE Connectivity / Raychem,,MIL-DTL-83723,true,unknown,14,,1
5935-00-104-9650__TXR40AB00-1210BI,5935-00-104-9650,TXR40AB00-1210BI,high,3,1,1,0,8,false,,,287.978,1000,,Hard gate failure: operating_temp_max. composite skipped (100). Meets 1 of 10 measurable requirements; fails operating_temp_max; 8 unknown. 6 qualification clauses under MIL-DTL-83723 require testing to verify. lifecycle status unknown; 12 distributors,6,humidity_resistance|lot_traceability|qualification|solderability_per_j_std_002|thermal_shock_cycles|vibration_grms,external,100,0,operating_temp_max,unknown,TE Connectivity / Raychem,,MIL-DTL-83723,true,unknown,12,,2
5935-00-104-9650__TXR40AB90-2412BI,5935-00-104-9650,TXR40AB90-2412BI,high,3,1,1,0,8,false,,,272.307,1000,,Hard gate failure: operating_temp_max. composite skipped (100). Meets 1 of 10 measurable requirements; fails operating_temp_max; 8 unknown. 6 qualification clauses under MIL-DTL-83723 require testing to verify. lifecycle status unknown; 9 distributors,6,humidity_resistance|lot_traceability|qualification|solderability_per_j_std_002|thermal_shock_cycles|vibration_grms,external,100,0,operating_temp_max,unknown,TE Connectivity / Raychem,,MIL-DTL-83723,true,unknown,9,,3
5935-00-104-9650__TXR41AB90-1810AI,5935-00-104-9650,TXR41AB90-1810AI,high,3,1,1,0,8,false,,,,,,Hard gate failure: operating_temp_max. composite skipped (100). Meets 1 of 10 measurable requirements; fails operating_temp_max; 8 unknown. 6 qualification clauses under MIL-DTL-83723 require testing to verify. lifecycle/availability unknown (not enriched),6,humidity_resistance|lot_traceability|qualification|solderability_per_j_std_002|thermal_shock_cycles|vibration_grms,external,100,0,operating_temp_max,unknown,TE Connectivity / Raychem,,MIL-DTL-83723,false,unknown,,,4
5935-00-104-9650__2081559-1,5935-00-104-9650,2081559-1,high,3,1,2,0,7,false,,,,,,"Hard gate failure: operating_temp_max|contact_count. composite skipped (100). Meets 1 of 10 measurable requirements; fails contact_count, operating_temp_max; 7 unknown. 6 qualification clauses under MIL-DTL-83723 require testing to verify. lifecycle/availability unknown (not enriched)",6,humidity_resistance|lot_traceability|qualification|solderability_per_j_std_002|thermal_shock_cycles|vibration_grms,external,100,0,operating_temp_max|contact_count,unknown,TE Connectivity,,MIL-DTL-83723,false,unknown,,,5
5935-00-104-9650__2081888-1,5935-00-104-9650,2081888-1,high,3,1,2,0,7,false,,,,,,"Hard gate failure: operating_temp_max. composite skipped (100). Meets 1 of 10 measurable requirements; fails shell_material, operating_temp_max; 7 unknown. 6 qualification clauses under MIL-DTL-83723 require testing to verify. lifecycle/availability unknown (not enriched)",6,humidity_resistance|lot_traceability|qualification|solderability_per_j_std_002|thermal_shock_cycles|vibration_grms,external,100,0,operating_temp_max,unknown,TE Connectivity,,MIL-DTL-83723,false,unknown,,,6
5935-00-104-9650__2081890-1,5935-00-104-9650,2081890-1,high,3,1,2,0,7,false,,,,,,"Hard gate failure: operating_temp_max. composite skipped (100). Meets 1 of 10 measurable requirements; fails shell_material, operating_temp_max; 7 unknown. 6 qualification clauses under MIL-DTL-83723 require testing to verify. lifecycle/availability unknown (not enriched)",6,humidity_resistance|lot_traceability|qualification|solderability_per_j_std_002|thermal_shock_cycles|vibration_grms,external,100,0,operating_temp_max,unknown,TE Connectivity,,MIL-DTL-83723,false,unknown,,,7
5935-00-104-9650__2081554-1,5935-00-104-9650,2081554-1,high,3,0,3,0,7,false,,,,,,"Hard gate failure: operating_temp_min|operating_temp_max|contact_count. composite skipped (100). Meets 0 of 10 measurable requirements; fails contact_count, operating_temp_max, operating_temp_min; 7 unknown. 6 qualification clauses under MIL-DTL-83723 require testing to verify. lifecycle/availability unknown (not enriched)",6,humidity_resistance|lot_traceability|qualification|solderability_per_j_std_002|thermal_shock_cycles|vibration_grms,external,100,0,operating_temp_min|operating_temp_max|contact_count,unknown,TE Connectivity,,MIL-DTL-83723,false,unknown,,,8
5935-00-104-9650__TXR40AC00-2410AI,5935-00-104-9650,TXR40AC00-2410AI,unscored,4,2,0,0,8,false,,,,,,No scoreable composite attributes (weight coverage 0%); insufficient data to score. Meets 2 of 10 measurable requirements; 8 unknown. 6 qualification clauses under MIL-DTL-83723 require testing to verify. 8 of 10 measurable requirements could not be verified (80% unknown); lifecycle/availability unknown (not enriched),6,humidity_resistance|lot_traceability|qualification|solderability_per_j_std_002|thermal_shock_cycles|vibration_grms,external,,0,,unknown,TE Connectivity / Raychem,,MIL-DTL-83723,false,unknown,,,9
5935-00-104-9650__1-1437720-3,5935-00-104-9650,1-1437720-3,unscored,4,0,0,0,10,false,,,,,,No scoreable composite attributes (weight coverage 0%); insufficient data to score. Meets 0 of 10 measurable requirements; 10 unknown. 6 qualification clauses under MIL-DTL-83723 require testing to verify. 10 of 10 measurable requirements could not be verified (100% unknown); lifecycle/availability unknown (not enriched),6,humidity_resistance|lot_traceability|qualification|solderability_per_j_std_002|thermal_shock_cycles|vibration_grms,digikey,,0,,unknown,TE Connectivity AMP Connectors,A111895-ND,MIL-DTL-83723,false,unknown,,,10
5935-00-104-9650__1-1437720-4,5935-00-104-9650,1-1437720-4,unscored,4,0,0,0,10,false,,,,,,No scoreable composite attributes (weight coverage 0%); insufficient data to score. Meets 0 of 10 measurable requirements; 10 unknown. 6 qualification clauses under MIL-DTL-83723 require testing to verify. 10 of 10 measurable requirements could not be verified (100% unknown); lifecycle/availability unknown (not enriched),6,humidity_resistance|lot_traceability|qualification|solderability_per_j_std_002|thermal_shock_cycles|vibration_grms,digikey,,0,,unknown,TE Connectivity AMP Connectors,1-1437720-4-ND,MIL-DTL-83723,false,unknown,,,11
5935-00-104-9650__1200330001,5935-00-104-9650,1200330001,unscored,4,0,0,0,10,false,,,,,,No scoreable composite attributes (weight coverage 0%); insufficient data to score. Meets 0 of 10 measurable requirements; 10 unknown. 6 qualification clauses under MIL-DTL-83723 require testing to verify. 10 of 10 measurable requirements could not be verified (100% unknown); lifecycle/availability unknown (not enriched),6,humidity_resistance|lot_traceability|qualification|solderability_per_j_std_002|thermal_shock_cycles|vibration_grms,digikey,,0,,unknown,Molex,WM16815-ND,MIL-DTL-83723,false,unknown,,,12
5935-00-104-9650__1200680137,5935-00-104-9650,1200680137,unscored,4,0,0,0,10,false,,,,,,No scoreable composite attributes (weight coverage 0%); insufficient data to score. Meets 0 of 10 measurable requirements; 10 unknown. 6 qualification clauses under MIL-DTL-83723 require testing to verify. 10 of 10 measurable requirements could not be verified (100% unknown); lifecycle/availability unknown (not enriched),6,humidity_resistance|lot_traceability|qualification|solderability_per_j_std_002|thermal_shock_cycles|vibration_grms,digikey,,0,,unknown,Molex,WM21486-ND,MIL-DTL-83723,false,unknown,,,13
5935-00-104-9650__1200680229,5935-00-104-9650,1200680229,unscored,4,0,0,0,10,false,,,,,,No scoreable composite attributes (weight coverage 0%); insufficient data to score. Meets 0 of 10 measurable requirements; 10 unknown. 6 qualification clauses under MIL-DTL-83723 require testing to verify. 10 of 10 measurable requirements could not be verified (100% unknown); lifecycle/availability unknown (not enriched),6,humidity_resistance|lot_traceability|qualification|solderability_per_j_std_002|thermal_shock_cycles|vibration_grms,digikey,,0,,unknown,Molex,23-1200680229-ND,MIL-DTL-83723,false,unknown,,,14
5935-00-104-9650__1200688009,5935-00-104-9650,1200688009,unscored,4,0,0,0,10,false,,,,,,No scoreable composite attributes (weight coverage 0%); insufficient data to score. Meets 0 of 10 measurable requirements; 10 unknown. 6 qualification clauses under MIL-DTL-83723 require testing to verify. 10 of 10 measurable requirements could not be verified (100% unknown); lifecycle/availability unknown (not enriched),6,humidity_resistance|lot_traceability|qualification|solderability_per_j_std_002|thermal_shock_cycles|vibration_grms,digikey,,0,,unknown,Molex,WM19374-ND,MIL-DTL-83723,false,unknown,,,15
5935-00-104-9650__1200895003,5935-00-104-9650,1200895003,unscored,4,0,0,0,10,false,,,,,,No scoreable composite attributes (weight coverage 0%); insufficient data to score. Meets 0 of 10 measurable requirements; 10 unknown. 6 qualification clauses under MIL-DTL-83723 require testing to verify. 10 of 10 measurable requirements could not be verified (100% unknown); lifecycle/availability unknown (not enriched),6,humidity_resistance|lot_traceability|qualification|solderability_per_j_std_002|thermal_shock_cycles|vibration_grms,digikey,,0,,unknown,Molex,1200895003-ND,MIL-DTL-83723,false,unknown,,,16
5935-00-104-9650__1201010001,5935-00-104-9650,1201010001,unscored,4,0,0,0,10,false,,,,,,No scoreable composite attributes (weight coverage 0%); insufficient data to score. Meets 0 of 10 measurable requirements; 10 unknown. 6 qualification clauses under MIL-DTL-83723 require testing to verify. 10 of 10 measurable requirements could not be verified (100% unknown); lifecycle/availability unknown (not enriched),6,humidity_resistance|lot_traceability|qualification|solderability_per_j_std_002|thermal_shock_cycles|vibration_grms,digikey,,0,,unknown,Molex,2266-1201010001-ND,MIL-DTL-83723,false,unknown,,,17
5935-00-104-9650__1300180217,5935-00-104-9650,1300180217,unscored,4,0,0,0,10,false,,,,,,No scoreable composite attributes (weight coverage 0%); insufficient data to score. Meets 0 of 10 measurable requirements; 10 unknown. 6 qualification clauses under MIL-DTL-83723 require testing to verify. 10 of 10 measurable requirements could not be verified (100% unknown); lifecycle/availability unknown (not enriched),6,humidity_resistance|lot_traceability|qualification|solderability_per_j_std_002|thermal_shock_cycles|vibration_grms,digikey,,0,,unknown,Molex,WM15405-ND,MIL-DTL-83723,false,unknown,,,18
5935-00-104-9650__1300350057,5935-00-104-9650,1300350057,unscored,4,0,0,0,10,false,,,,,,No scoreable composite attributes (weight coverage 0%); insufficient data to score. Meets 0 of 10 measurable requirements; 10 unknown. 6 qualification clauses under MIL-DTL-83723 require testing to verify. 10 of 10 measurable requirements could not be verified (100% unknown); lifecycle/availability unknown (not enriched),6,humidity_resistance|lot_traceability|qualification|solderability_per_j_std_002|thermal_shock_cycles|vibration_grms,digikey,,0,,unknown,Molex,WM15386-ND,MIL-DTL-83723,false,unknown,,,19
5935-00-104-9650__1300350085,5935-00-104-9650,1300350085,unscored,4,0,0,0,10,false,,,,,,No scoreable composite attributes (weight coverage 0%); insufficient data to score. Meets 0 of 10 measurable requirements; 10 unknown. 6 qualification clauses under MIL-DTL-83723 require testing to verify. 10 of 10 measurable requirements could not be verified (100% unknown); lifecycle/availability unknown (not enriched),6,humidity_resistance|lot_traceability|qualification|solderability_per_j_std_002|thermal_shock_cycles|vibration_grms,digikey,,0,,unknown,Molex,2266-1300350085-ND,MIL-DTL-83723,false,unknown,,,20
5935-00-104-9650__1419920,5935-00-104-9650,1419920,unscored,4,0,0,0,10,false,,,,,,No scoreable composite attributes (weight coverage 0%); insufficient data to score. Meets 0 of 10 measurable requirements; 10 unknown. 6 qualification clauses under MIL-DTL-83723 require testing to verify. 10 of 10 measurable requirements could not be verified (100% unknown); lifecycle/availability unknown (not enriched),6,humidity_resistance|lot_traceability|qualification|solderability_per_j_std_002|thermal_shock_cycles|vibration_grms,digikey,,0,,unknown,Phoenix Contact,1419920-ND,MIL-DTL-83723,false,unknown,,,21
5935-00-104-9650__1419933,5935-00-104-9650,1419933,unscored,4,0,0,0,10,false,,,,,,No scoreable composite attributes (weight coverage 0%); insufficient data to score. Meets 0 of 10 measurable requirements; 10 unknown. 6 qualification clauses under MIL-DTL-83723 require testing to verify. 10 of 10 measurable requirements could not be verified (100% unknown); lifecycle/availability unknown (not enriched),6,humidity_resistance|lot_traceability|qualification|solderability_per_j_std_002|thermal_shock_cycles|vibration_grms,digikey,,0,,unknown,Phoenix Contact,277-13103-ND,MIL-DTL-83723,false,unknown,,,22
5935-00-104-9650__1419946,5935-00-104-9650,1419946,unscored,4,0,0,0,10,false,,,,,,No scoreable composite attributes (weight coverage 0%); insufficient data to score. Meets 0 of 10 measurable requirements; 10 unknown. 6 qualification clauses under MIL-DTL-83723 require testing to verify. 10 of 10 measurable requirements could not be verified (100% unknown); lifecycle/availability unknown (not enriched),6,humidity_resistance|lot_traceability|qualification|solderability_per_j_std_002|thermal_shock_cycles|vibration_grms,digikey,,0,,unknown,Phoenix Contact,277-13104-ND,MIL-DTL-83723,false,unknown,,,23
5935-00-104-9650__1424326,5935-00-104-9650,1424326,unscored,4,0,0,0,10,false,,,,,,No scoreable composite attributes (weight coverage 0%); insufficient data to score. Meets 0 of 10 measurable requirements; 10 unknown. 6 qualification clauses under MIL-DTL-83723 require testing to verify. 10 of 10 measurable requirements could not be verified (100% unknown); lifecycle/availability unknown (not enriched),6,humidity_resistance|lot_traceability|qualification|solderability_per_j_std_002|thermal_shock_cycles|vibration_grms,digikey,,0,,unknown,Phoenix Contact,277-10945-ND,MIL-DTL-83723,false,unknown,,,24
5935-00-104-9650__1438079,5935-00-104-9650,1438079,unscored,4,0,0,0,10,false,,,,,,No scoreable composite attributes (weight coverage 0%); insufficient data to score. Meets 0 of 10 measurable requirements; 10 unknown. 6 qualification clauses under MIL-DTL-83723 require testing to verify. 10 of 10 measurable requirements could not be verified (100% unknown); lifecycle/availability unknown (not enriched),6,humidity_resistance|lot_traceability|qualification|solderability_per_j_std_002|thermal_shock_cycles|vibration_grms,digikey,,0,,unknown,Phoenix Contact,1438079-ND,MIL-DTL-83723,false,unknown,,,25
5935-00-104-9650__1454972,5935-00-104-9650,1454972,unscored,4,0,0,0,10,false,,,,,,No scoreable composite attributes (weight coverage 0%); insufficient data to score. Meets 0 of 10 measurable requirements; 10 unknown. 6 qualification clauses under MIL-DTL-83723 require testing to verify. 10 of 10 measurable requirements could not be verified (100% unknown); lifecycle/availability unknown (not enriched),6,humidity_resistance|lot_traceability|qualification|solderability_per_j_std_002|thermal_shock_cycles|vibration_grms,digikey,,0,,unknown,Phoenix Contact,277-16536-ND,MIL-DTL-83723,false,unknown,,,26
5935-00-104-9650__1526253,5935-00-104-9650,1526253,unscored,4,0,0,0,10,false,,,,,,No scoreable composite attributes (weight coverage 0%); insufficient data to score. Meets 0 of 10 measurable requirements; 10 unknown. 6 qualification clauses under MIL-DTL-83723 require testing to verify. 10 of 10 measurable requirements could not be verified (100% unknown); lifecycle/availability unknown (not enriched),6,humidity_resistance|lot_traceability|qualification|solderability_per_j_std_002|thermal_shock_cycles|vibration_grms,digikey,,0,,unknown,Phoenix Contact,277-13392-ND,MIL-DTL-83723,false,unknown,,,27
5935-00-104-9650__1541186,5935-00-104-9650,1541186,unscored,4,0,0,0,10,false,,,,,,No scoreable composite attributes (weight coverage 0%); insufficient data to score. Meets 0 of 10 measurable requirements; 10 unknown. 6 qualification clauses under MIL-DTL-83723 require testing to verify. 10 of 10 measurable requirements could not be verified (100% unknown); lifecycle/availability unknown (not enriched),6,humidity_resistance|lot_traceability|qualification|solderability_per_j_std_002|thermal_shock_cycles|vibration_grms,digikey,,0,,unknown,Phoenix Contact,277-4267-ND,MIL-DTL-83723,false,unknown,,,28
5935-00-104-9650__1551671,5935-00-104-9650,1551671,unscored,4,0,0,0,10,false,,,,,,No scoreable composite attributes (weight coverage 0%); insufficient data to score. Meets 0 of 10 measurable requirements; 10 unknown. 6 qualification clauses under MIL-DTL-83723 require testing to verify. 10 of 10 measurable requirements could not be verified (100% unknown); lifecycle/availability unknown (not enriched),6,humidity_resistance|lot_traceability|qualification|solderability_per_j_std_002|thermal_shock_cycles|vibration_grms,digikey,,0,,unknown,Phoenix Contact,277-2712-ND,MIL-DTL-83723,false,unknown,,,29
5935-00-104-9650__1551697,5935-00-104-9650,1551697,unscored,4,0,0,0,10,false,,,,,,No scoreable composite attributes (weight coverage 0%); insufficient data to score. Meets 0 of 10 measurable requirements; 10 unknown. 6 qualification clauses under MIL-DTL-83723 require testing to verify. 10 of 10 measurable requirements could not be verified (100% unknown); lifecycle/availability unknown (not enriched),6,humidity_resistance|lot_traceability|qualification|solderability_per_j_std_002|thermal_shock_cycles|vibration_grms,digikey,,0,,unknown,Phoenix Contact,277-8389-ND,MIL-DTL-83723,false,unknown,,,30
5935-00-104-9650__1572443,5935-00-104-9650,1572443,unscored,4,0,0,0,10,false,,,,,,No scoreable composite attributes (weight coverage 0%); insufficient data to score. Meets 0 of 10 measurable requirements; 10 unknown. 6 qualification clauses under MIL-DTL-83723 require testing to verify. 10 of 10 measurable requirements could not be verified (100% unknown); lifecycle/availability unknown (not enriched),6,humidity_resistance|lot_traceability|qualification|solderability_per_j_std_002|thermal_shock_cycles|vibration_grms,digikey,,0,,unknown,Phoenix Contact,277-16573-ND,MIL-DTL-83723,false,unknown,,,31
5935-00-104-9650__1683455,5935-00-104-9650,1683455,unscored,4,0,0,0,10,false,,,,,,No scoreable composite attributes (weight coverage 0%); insufficient data to score. Meets 0 of 10 measurable requirements; 10 unknown. 6 qualification clauses under MIL-DTL-83723 require testing to verify. 10 of 10 measurable requirements could not be verified (100% unknown); lifecycle/availability unknown (not enriched),6,humidity_resistance|lot_traceability|qualification|solderability_per_j_std_002|thermal_shock_cycles|vibration_grms,digikey,,0,,unknown,Phoenix Contact,277-4159-ND,MIL-DTL-83723,false,unknown,,,32
5935-00-104-9650__1683468,5935-00-104-9650,1683468,unscored,4,0,0,0,10,false,,,,,,No scoreable composite attributes (weight coverage 0%); insufficient data to score. Meets 0 of 10 measurable requirements; 10 unknown. 6 qualification clauses under MIL-DTL-83723 require testing to verify. 10 of 10 measurable requirements could not be verified (100% unknown); lifecycle/availability unknown (not enriched),6,humidity_resistance|lot_traceability|qualification|solderability_per_j_std_002|thermal_shock_cycles|vibration_grms,digikey,,0,,unknown,Phoenix Contact,277-4185-ND,MIL-DTL-83723,false,unknown,,,33
5935-00-104-9650__1683471,5935-00-104-9650,1683471,unscored,4,0,0,0,10,false,,,,,,No scoreable composite attributes (weight coverage 0%); insufficient data to score. Meets 0 of 10 measurable requirements; 10 unknown. 6 qualification clauses under MIL-DTL-83723 require testing to verify. 10 of 10 measurable requirements could not be verified (100% unknown); lifecycle/availability unknown (not enriched),6,humidity_resistance|lot_traceability|qualification|solderability_per_j_std_002|thermal_shock_cycles|vibration_grms,digikey,,0,,unknown,Phoenix Contact,277-4186-ND,MIL-DTL-83723,false,unknown,,,34
5935-00-105-4641__D38999/20GF30JA,5935-00-105-4641,D38999/20GF30JA,low,1,4,0,1,5,false,,,,,,Composite 0.0 (coverage 10%). Meets 4 of 10 measurable requirements; 5 unknown; 1 marginal. 6 qualification clauses under MIL-DTL-38999 require testing to verify. 5 of 10 measurable requirements could not be verified (50% unknown); lifecycle/availability unknown (not enriched),6,dpa_sample_required|humidity_resistance|lot_traceability|qualification|thermal_shock_cycles|vibration_grms,digikey,0,10,,unknown,Milnec,5958-D38999/20GF30JA-ND,MIL-DTL-38999,false,unknown,,,1
5935-00-105-4641__D38999/20GF30JB,5935-00-105-4641,D38999/20GF30JB,low,1,4,0,1,5,false,,,,,,Composite 0.0 (coverage 10%). Meets 4 of 10 measurable requirements; 5 unknown; 1 marginal. 6 qualification clauses under MIL-DTL-38999 require testing to verify. 5 of 10 measurable requirements could not be verified (50% unknown); lifecycle/availability unknown (not enriched),6,dpa_sample_required|humidity_resistance|lot_traceability|qualification|thermal_shock_cycles|vibration_grms,digikey,0,10,,unknown,Milnec,5958-D38999/20GF30JB-ND,MIL-DTL-38999,false,unknown,,,2
5935-00-105-4641__D38999/24WF32JA,5935-00-105-4641,D38999/24WF32JA,low,1,4,0,1,5,false,,,,,,Composite 0.0 (coverage 10%). Meets 4 of 10 measurable requirements; 5 unknown; 1 marginal. 6 qualification clauses under MIL-DTL-38999 require testing to verify. 5 of 10 measurable requirements could not be verified (50% unknown); lifecycle/availability unknown (not enriched),6,dpa_sample_required|humidity_resistance|lot_traceability|qualification|thermal_shock_cycles|vibration_grms,digikey,0,10,,unknown,Milnec,5958-D38999/24WF32JA-ND,MIL-DTL-38999,false,unknown,,,3
5935-00-105-4641__D38999/24WF32JC,5935-00-105-4641,D38999/24WF32JC,low,1,4,0,1,5,false,,,,,,Composite 0.0 (coverage 10%). Meets 4 of 10 measurable requirements; 5 unknown; 1 marginal. 6 qualification clauses under MIL-DTL-38999 require testing to verify. 5 of 10 measurable requirements could not be verified (50% unknown); lifecycle/availability unknown (not enriched),6,dpa_sample_required|humidity_resistance|lot_traceability|qualification|thermal_shock_cycles|vibration_grms,digikey,0,10,,unknown,Milnec,5958-D38999/24WF32JC-ND,MIL-DTL-38999,false,unknown,,,4
5935-00-105-4641__D38999/24WF32JD,5935-00-105-4641,D38999/24WF32JD,low,1,4,0,1,5,false,,,,,,Composite 0.0 (coverage 10%). Meets 4 of 10 measurable requirements; 5 unknown; 1 marginal. 6 qualification clauses under MIL-DTL-38999 require testing to verify. 5 of 10 measurable requirements could not be verified (50% unknown); lifecycle/availability unknown (not enriched),6,dpa_sample_required|humidity_resistance|lot_traceability|qualification|thermal_shock_cycles|vibration_grms,digikey,0,10,,unknown,Milnec,5958-D38999/24WF32JD-ND,MIL-DTL-38999,false,unknown,,,5
5935-00-105-4641__D38999/24WF45HA,5935-00-105-4641,D38999/24WF45HA,low,1,4,0,1,5,false,,,,,,Composite 0.0 (coverage 10%). Meets 4 of 10 measurable requirements; 5 unknown; 1 marginal. 6 qualification clauses under MIL-DTL-38999 require testing to verify. 5 of 10 measurable requirements could not be verified (50% unknown); lifecycle/availability unknown (not enriched),6,dpa_sample_required|humidity_resistance|lot_traceability|qualification|thermal_shock_cycles|vibration_grms,digikey,0,10,,unknown,Milnec,5958-D38999/24WF45HA-ND,MIL-DTL-38999,false,unknown,,,6
5935-00-105-4641__D38999/40WH32JM,5935-00-105-4641,D38999/40WH32JM,low,1,4,0,1,5,false,,,,,,Composite 0.0 (coverage 10%). Meets 4 of 10 measurable requirements; 5 unknown; 1 marginal. 6 qualification clauses under MIL-DTL-38999 require testing to verify. 5 of 10 measurable requirements could not be verified (50% unknown); lifecycle/availability unknown (not enriched),6,dpa_sample_required|humidity_resistance|lot_traceability|qualification|thermal_shock_cycles|vibration_grms,digikey,0,10,,unknown,Milnec,5958-D38999/40WH32JM-ND,MIL-DTL-38999,false,unknown,,,7
5935-00-105-4641__D38999/40WH32JN,5935-00-105-4641,D38999/40WH32JN,low,1,4,0,1,5,false,,,,,,Composite 0.0 (coverage 10%). Meets 4 of 10 measurable requirements; 5 unknown; 1 marginal. 6 qualification clauses under MIL-DTL-38999 require testing to verify. 5 of 10 measurable requirements could not be verified (50% unknown); lifecycle/availability unknown (not enriched),6,dpa_sample_required|humidity_resistance|lot_traceability|qualification|thermal_shock_cycles|vibration_grms,digikey,0,10,,unknown,Milnec,5958-D38999/40WH32JN-ND,MIL-DTL-38999,false,unknown,,,8
5935-00-105-4641__D38999/40WH32JR,5935-00-105-4641,D38999/40WH32JR,low,1,4,0,1,5,false,,,,,,Composite 0.0 (coverage 10%). Meets 4 of 10 measurable requirements; 5 unknown; 1 marginal. 6 qualification clauses under MIL-DTL-38999 require testing to verify. 5 of 10 measurable requirements could not be verified (50% unknown); lifecycle/availability unknown (not enriched),6,dpa_sample_required|humidity_resistance|lot_traceability|qualification|thermal_shock_cycles|vibration_grms,digikey,0,10,,unknown,Milnec,5958-D38999/40WH32JR-ND,MIL-DTL-38999,false,unknown,,,9
5935-00-105-4641__D38999/24TF30HE,5935-00-105-4641,D38999/24TF30HE,low,1,4,0,2,4,false,,,,,,Composite 12.4 (coverage 17%). Meets 4 of 10 measurable requirements; 4 unknown; 2 marginal. 6 qualification clauses under MIL-DTL-38999 require testing to verify. 4 of 10 measurable requirements could not be verified (40% unknown); lifecycle/availability unknown (not enriched),6,dpa_sample_required|humidity_resistance|lot_traceability|qualification|thermal_shock_cycles|vibration_grms,digikey,12.3529,17,,unknown,Milnec,5958-D38999/24TF30HE-ND,MIL-DTL-38999,false,unknown,,,10
5935-00-105-4641__D38999/24TF45PC,5935-00-105-4641,D38999/24TF45PC,low,1,4,0,2,4,false,,,,,,Composite 12.4 (coverage 17%). Meets 4 of 10 measurable requirements; 4 unknown; 2 marginal. 6 qualification clauses under MIL-DTL-38999 require testing to verify. 4 of 10 measurable requirements could not be verified (40% unknown); lifecycle/availability unknown (not enriched),6,dpa_sample_required|humidity_resistance|lot_traceability|qualification|thermal_shock_cycles|vibration_grms,digikey,12.3529,17,,unknown,Milnec,5958-D38999/24TF45PC-ND,MIL-DTL-38999,false,unknown,,,11
5935-00-105-4641__D38999/25NF30CA,5935-00-105-4641,D38999/25NF30CA,low,1,4,0,2,4,false,,,,,,Composite 12.4 (coverage 17%). Meets 4 of 10 measurable requirements; 4 unknown; 2 marginal. 6 qualification clauses under MIL-DTL-38999 require testing to verify. 4 of 10 measurable requirements could not be verified (40% unknown); lifecycle/availability unknown (not enriched),6,dpa_sample_required|humidity_resistance|lot_traceability|qualification|thermal_shock_cycles|vibration_grms,digikey,12.3529,17,,unknown,Milnec,5958-D38999/25NF30CA-ND,MIL-DTL-38999,false,unknown,,,12
5935-00-105-4641__D38999/25NF30CB,5935-00-105-4641,D38999/25NF30CB,low,1,4,0,2,4,false,,,,,,Composite 12.4 (coverage 17%). Meets 4 of 10 measurable requirements; 4 unknown; 2 marginal. 6 qualification clauses under MIL-DTL-38999 require testing to verify. 4 of 10 measurable requirements could not be verified (40% unknown); lifecycle/availability unknown (not enriched),6,dpa_sample_required|humidity_resistance|lot_traceability|qualification|thermal_shock_cycles|vibration_grms,digikey,12.3529,17,,unknown,Milnec,5958-D38999/25NF30CB-ND,MIL-DTL-38999,false,unknown,,,13
